,Course Alias,Course Name,Difficulty,Instructor Access,Interest Score,Readings Value,Work Required
1926,CIS-372,COMP ORG & DESIGN LAB,3.47,3.25,2.78,2.21,3.53
1927,CIS-398,QUANTUM COMP & INF SCI,2.88,3.46,3.57,3.36,2.34
1928,CIS-401,SENIOR PROJECT,2.48,2.02,1.48,1.44,2.9
1929,CIS-455,INTERNET & WEB SYSTEMS,3.72,2.79,2.69,2.55,3.89
1930,CIS-563,PHYS BASED ANIMATION,3.31,2.96,2.77,2.97,3.28
1931,CIS-106,VISUALIZING THE PAST,2.53,2.99,2.12,1.82,2.72
1932,CIS-160,MATH FOUND COMP SCI,3.38,2.92,2.66,2.57,3.26
1933,CIS-540,PRIN OF EMBEDDED SYSTEMS,2.5,3.0,2.12,2.67,2.36
1934,CIS-581,COMP VISION&CMPTNL PHOTO,2.61,3.08,3.05,2.43,2.78
1935,TCOM-512,APP & TRANSPORT PROT,2.62,2.59,2.5,2.43,2.65
1936,CIS-341,COMPILERS & INTERPRETER,3.48,3.56,3.03,2.81,3.73
1937,CIS-399,SPECIAL TOPICS:  Linux/Unix in the 21st Century,2.3,3.51,3.26,2.9,2.3
1938,CIS-430,INTRO TO HUMAN LANG TECH,3.0,3.0,2.25,2.92,3.17
1939,CIS-562,COMPUTER ANIMATION,3.17,3.17,2.68,2.78,3.03
1940,PSYC-107,INTRO TO COG SCIENCE,2.33,2.81,2.77,2.05,2.32
1941,CIS-552,ADVANCED PROGRAMMING,3.11,3.41,3.01,2.73,3.04
1942,CIS-191,LINUX/UNIX SKILLS,1.97,2.72,2.79,2.48,2.21
1943,CIS-192,PYTHON PROG,2.12,2.84,2.57,2.37,2.3
1944,CIS-193,C# PROG,2.21,3.84,3.01,2.9,2.6
1945,CIS-497,DMD SENIOR PROJECT,3.03,3.49,3.31,3.32,3.37
1946,CIS-542,EMBEDDED SYSTEMS PROG,2.15,2.99,2.73,2.29,2.5
1947,CIS-565,GPU PROGRAMMING&ARCH,3.41,3.35,3.56,3.05,3.49
1948,CIS-190,C++ PROG,1.92,2.8,2.55,2.39,2.03
1949,CIS-194,HASKELL,3.01,3.38,3.05,3.13,2.79
1950,CIS-441,EMBEDDED SOFTWARE,2.31,2.34,1.66,2.11,2.44
1951,CIS-554,PROGRAMMING PARADIGMS,2.31,2.72,2.14,2.28,2.63
1952,CIS-568,GAME DESIGN PRACTICUM,2.36,3.34,2.91,2.62,2.9
1953,CIS-195,IPHONE APP DEVELOPMENT,2.27,2.69,2.65,2.43,2.44
1954,CIS-515,FUND OF LIN ALG&OPT,3.14,3.41,3.09,2.93,3.33
1955,CIS-368,USER INTERFACES&THE WEB,1.1,3.5,1.5,1.8,2.0
1956,CIS-534,MULTICORE PROG & ARCH,2.44,3.56,3.5,3.56,2.94
1957,CIS-541,EMBEDDED& CYBER-PHYS SYS,2.31,2.34,1.66,2.11,2.44
1958,CIS-101,COMPUTE TO CREATE,1.67,2.83,3.08,2.5,1.85
1959,CIS-196,RUBY ON RALS WEB DEVELP,1.59,2.66,2.52,2.39,1.79
1960,MATH-571,INTRO LOGIC & COMPUTABTY,3.21,4.0,3.18,3.5,2.58
1961,CIS-197,JAVASCRIPT,2.19,2.43,2.31,2.33,2.27
1962,CIS-331,INTRO TO NETWRKS & SEC,2.73,2.55,2.93,2.36,2.64
1963,CIS-526,MACHINE TRANSLATION,2.74,3.28,2.93,2.89,2.75
1964,CIS-419,INTRO MACHINE LEARNING,3.31,2.3,2.41,2.19,3.35
1965,CIS-450,DATABASE & INFO SYSTEMS,2.63,2.94,2.64,2.55,2.78
1966,CIS-460,COMPUTER GRAPHICS,3.37,2.76,2.68,2.63,3.62
1967,CIS-559,PROGRAMMING & PROB SOLV,1.96,3.41,3.43,2.75,2.06
1968,CIS-519,INTRO MACHINE LEARNING,3.31,2.3,2.41,2.19,3.35
1969,CIS-555,INTERNET & WEB SYSTEMS,3.72,2.79,2.69,2.55,3.89
1970,CIS-556,CRYPTOGRAPHY,3.33,2.88,3.06,2.97,3.31
1971,BE-537,BIOMED IMAGE ANALYSIS,3.13,2.84,2.82,2.17,3.06
1972,BIOL-437,INTRO COMP BIO&BIO MODEL,2.81,3.19,2.97,2.86,2.44
1973,CIS-198,RUST PROGRAMMING,2.75,3.17,3.33,2.75,2.75
1974,CIS-105,COMP DATA EXPLORATION,2.45,3.91,3.45,2.7,2.64
1975,CIS-421,ARTIFICIAL INTELLIGENCE,2.33,2.57,2.91,2.45,2.43
1976,CIS-557,PROGRAMMING FOR THE WEB,2.03,3.19,2.73,2.24,2.24
1977,CIT-594,PROG LANG & TECH II,2.68,2.98,2.51,2.27,3.06
1978,CIT-595,DIG SYSTEM ORG & DESIGN,2.56,3.12,2.42,2.51,2.73
1979,CIT-596,THEORY OF COMPUTATION,2.86,3.12,2.8,2.62,2.63
1980,CIT-591,PROG LANG & TECH I,2.71,3.06,2.56,2.37,3.21
1981,CIT-592,MATH FNDS OF COMP SCI,2.89,3.17,2.85,2.36,2.93
1982,CIT-593,INTRO TO COMPUTER ARCH,2.77,3.13,2.67,2.66,2.87
1983,CIT-597,PROG LANG & TECH III,2.15,3.2,2.52,2.58,2.49
1984,CIT-590,PROG LANG AND TECHNIQUES,2.63,3.22,2.87,2.67,3.08
1985,CLST-009,PERSUASION AND POWER,2.06,3.47,2.92,2.73,2.51
1986,CLST-112,HOMER & TROY,1.25,3.0,1.0,2.0,2.25
1987,CLST-130,ANC/MOD PRISON NARRATIVE,2.1,3.51,2.87,3.17,2.54
1988,CLST-132,Who Owns the Past?  Issues of Ethics in Archaeology,3.0,3.71,3.57,3.43,2.86
1989,CLST-135,ART OF PERSUASIVE SPEAKG,2.64,3.48,3.32,2.39,2.84
1990,CLST-195,"EAST-""WEST"" CULTURES",2.51,3.17,3.32,2.78,2.44
1991,CLST-200,LECTURE: lecture,2.32,3.12,3.14,3.29,2.81
1992,CLST-204,"HOLLYWOOD ""CLASSICS""",1.99,3.21,3.65,3.15,2.31
1993,CLST-310,ANC&MOD CONSTITUTION,2.36,3.6,3.24,3.64,2.59
1994,CLST-352,TEACHING PLATO REPUBLIC,2.37,3.77,3.5,3.67,2.56
1995,CLST-360,THE EPIC TRADITION,2.52,3.63,3.33,3.31,2.6
1996,CLST-380,SR. SEMINAR IN CLASSICS,2.0,4.0,3.5,4.0,2.5
1997,CLST-508,IMAGINING THE ORIENT,2.46,3.69,3.0,3.0,2.31
1998,ANCH-120,SPLENDOR OF ROME,2.44,3.47,3.21,3.08,2.49
1999,ARTH-221,ROMAN ART & ARCHITECTURE,2.27,3.46,2.75,2.43,2.18
2000,ENGL-296,CLASSICAL BACKGROUND: Poetry and Political Wisdom Among the Ancient Greeks,2.78,3.37,3.43,3.5,2.65
2001,RELS-302,COMPUTING AND HUMANITIES,2.43,3.87,2.78,2.47,2.21
2002,CLST-275,INTRO GREEK ARCHAEOLOGY,2.18,3.59,3.16,2.94,2.01
2003,CLST-416,SURVEY OF GREK SCULPTURE,2.0,3.0,2.13,2.88,1.5
2004,CLST-515,GIS APPLICATIONS IN ARCH,2.96,2.5,2.52,1.69,3.32
2005,ENGL-330,OVID & THE CONSEQUENCES,3.05,3.64,3.85,3.9,3.0
2006,CLST-170,ANCIENT GREEK MEDICINE,2.0,3.69,3.36,3.14,2.36
2007,CLST-270,ANCIENT ATHLETICS,2.43,3.23,2.06,2.27,2.44
2008,CLST-396,HIST LITERARY CRITICISM,2.87,3.59,3.65,3.52,2.77
2009,CLST-500,MATERIALS AND METHODS,1.87,3.65,3.34,3.09,1.88
2010,CLST-509,ADV. READINGS GREK&LATN,4.0,4.0,3.0,3.67,4.0
2011,CLST-530,PRE-MODERN RHETORICS,3.27,3.72,3.37,3.33,3.2
2012,ENGL-365,HOMER AND JOYCE,3.16,3.5,3.61,3.76,3.05
2013,PHIL-003,HIST ANCIENT PHILOSOPHY,2.45,2.89,2.58,3.02,2.36
2014,PHIL-211,ANCIENT MORAL PHILOSOPHY: GREEK ETHICS,2.54,3.25,2.78,3.12,2.61
2015,CLST-116,IMAGINED WORLDS: Pastoral Utopia and the Golden Age,2.27,3.82,2.73,3.0,3.09
2016,CLST-314,ROMAN LAW AND SOCIETY,2.5,3.5,3.2,3.15,2.35
2017,CLST-320,GREK&ROM MAGIC,2.68,3.43,3.55,3.01,2.89
2018,ARTH-220,GREEK ART & ARCHITECTURE,2.35,3.6,2.76,2.56,2.38
2019,CLST-131,NERO & ROMAN IMAGINATION: Nero and the Roman Imagination,2.13,3.31,2.75,2.94,2.38
2020,CLST-302,ODYSSEY & ITS AFTERLIFE,2.17,3.53,3.51,3.54,2.24
2021,ARTH-420,AGE OF AUGUSTUS,2.18,3.54,2.92,2.23,2.09
2022,ENGL-231,RENAISSANCE POETRY,2.86,3.45,3.32,3.44,2.73
2023,ENGL-329,TOPICS CLASSICISM & LIT,3.09,3.74,3.63,3.8,3.05
2024,GAFL-570,The Classics and American Government,2.23,3.42,3.29,3.84,2.61
2025,CLST-167,ANCIENT NOVEL,2.58,3.3,3.34,3.09,2.85
2026,CLST-260,THE ANC. CITY OF ATHENS,2.16,3.08,2.52,2.93,2.3
2027,CLST-353,RHETORIC & THE COMMUNITY,2.35,3.72,3.91,2.86,2.25
2028,CLST-410,ETRUSCAN ART&ARCHAEOLOGY,3.29,3.43,2.93,2.79,3.43
2029,ANCH-150,HELLENISTIC HISTORY: From Alexander the Great to Cleopatra,2.78,2.92,3.81,2.73,2.83
2030,ANCH-210,ANC ROME:CITYSPACE&SOC,2.25,3.75,3.63,3.5,2.5
2031,ARTH-229,SHROUDED IN MIST & CLOUD: The Cultural Landscapes of the Black Sea from Homer to the Present,3.02,3.5,3.06,3.08,3.17
2032,ARTH-528,PROSEM IN GREEK/ROM ARCH: Architecture and Latest Scholarship,2.42,3.59,3.55,3.0,2.5
2033,ITAL-536,MEDIEVAL ALLEGORY,2.93,2.87,2.73,3.33,3.57
2034,THAR-275,ADV TPCS IN THEATRE,2.22,3.4,3.32,3.27,2.42
2035,CLST-101,SPKG&WRTG IN ANC GREECE,2.5,3.5,3.5,3.0,3.0
2036,CLST-328,TOPOG & MON OF ANC ROME,2.27,3.62,3.72,2.44,2.33
2037,CLST-371,GREEK & ROMAN MEDICINE,2.19,3.63,3.29,3.23,2.42
2038,CLST-523,GREEK & ROMAN MAGIC,3.1,3.71,3.79,3.01,3.1
2039,CLST-526,MAT & METHODS MED ARCH,2.21,3.58,3.26,2.58,2.3
2040,ANCH-323,The Greek World After Alexander the Great,2.62,3.54,3.89,3.07,2.59
2041,ARTH-424,GREEK VASE PAINTING,1.97,3.63,2.37,2.53,2.37
2042,ENGL-021,The Classical Tradition in Medieval Literature,2.27,3.4,3.13,3.18,2.39
2043,CLST-008,ANC RHET & MOD SPEAKING,2.38,4.0,3.96,3.59,2.48
2044,CLST-240,SCANDALOUS ARTS,2.33,3.29,3.22,2.84,2.67
2045,CLST-308,NERO&ROMAN IMAGINATION,2.4,3.77,3.53,3.4,2.41
2046,CLST-312,The Writing of History in Greece and Rome,2.59,3.57,3.22,3.24,2.84
2047,CLST-321,CLASS THEMES IN MED LIT,2.38,3.34,3.33,3.46,2.42
2048,CLST-432,ARCH OF THE IBERIAN PENS,2.5,4.0,3.0,3.0,3.0
2049,ARTH-105,ANCIENT WORLD CULTURES,2.47,3.23,2.16,2.35,2.7
2050,ARTH-521,PROSEM IN CLASSICAL ART,2.54,3.64,3.25,2.7,2.62
2051,COML-501,HISTORY LIT THEORY,3.07,3.52,3.26,3.25,3.12
2052,CLST-141,ANCIENT THEATER,2.43,3.57,3.57,3.86,2.71
2053,CLST-190,ALEXANDER THE GREAT,2.5,3.63,3.75,2.75,2.88
2054,CLST-318,AUGUSTAN CULTURAL REV.,2.71,3.51,3.21,3.08,2.82
2055,ENGL-029,CLAS ANTIQTY & ENGL LIT,2.23,3.44,3.39,3.31,2.77
2056,PHIL-507,PRESOCRATIC PHIL,3.0,4.0,4.0,4.0,3.0
2057,CLST-119,ANCIENT WARFARE,2.44,3.94,3.63,3.33,2.73
2058,CLST-121,SEX&GENDR ANC GRK CULTRE,1.86,3.86,3.86,3.86,2.14
2059,CLST-108,TRAVEL&TOURISM ANC MED,2.44,3.38,3.0,2.63,2.94
2060,CLST-114,PARTIES POETRY & POTS: The Ancient Greek Symposium,2.42,3.79,3.47,3.0,2.53
2061,ANCH-145,THE ROMAN EMPIRE,2.5,3.32,3.32,2.91,2.59
2062,ENGL-229,TPCS: CLASSICISM & LIT,2.52,3.63,3.33,3.31,2.6
2063,ENGL-258,CELTIC LIT./TRANSLATION,2.67,3.53,2.93,3.46,2.7
2064,CLST-311,DISASTER ANC MED WORLD,2.58,3.5,3.5,2.75,2.71
2065,CLST-316,FRONTIERS ROMAN EMPIRE,2.45,3.45,2.09,2.09,2.45
2066,CLST-370,CLASSICS & AMER GOVT,2.23,3.42,3.29,3.84,2.61
2067,CLST-406,TOPICS CLASSICAL STUDIES: Reading the Iliad In An Age of War,2.69,3.77,3.85,3.54,2.62
2068,CLST-411,LANDSCAPE ARCHAEOLOGY,3.0,4.0,3.75,4.0,3.5
2069,COML-383,LIT THEORY ANC TO MODERN,2.87,3.59,3.65,3.52,2.77
2070,RELS-110,GREEK & ROMAN RELIGIONS,2.13,3.35,2.75,3.06,2.17
2071,CLST-205,INTRO TO MED ARCHAEOLOGY: Great Discoveries,2.33,3.44,3.19,2.58,2.31
2072,CLST-206,American & Italian Cinema - Visions of Rome,2.08,3.06,2.58,2.2,1.75
2073,CLST-304,ARCH OF TROY & GORDION,2.17,3.92,4.0,3.25,2.08
2074,CLST-315,TRAGEDY & THE TRAGIC,2.28,3.54,3.32,3.72,2.52
2075,CLST-408,REL&RIT ANC GREEK WORLD,2.67,3.78,3.22,3.56,3.0
2076,ARTH-301,UNDERGRADUATE SEMINAR: Court Artist in Renaissance Italy 1430-1530,2.71,3.51,3.21,3.08,2.82
2077,CLST-202,MYCENAE PYLOS & TROY,2.34,3.63,2.72,2.45,2.08
2078,CLST-319,PERICLEAN ATHENS,2.43,3.57,2.86,2.86,2.17
2079,CLST-532,ANCIENT GREEK COLONIES,3.08,3.5,3.42,3.0,3.42
2080,ENGL-226,TOPICS DRAMA TO 1660: Renaissance Drama:  Romancing the Globe,2.44,3.49,2.96,3.24,2.52
2081,RELS-003,RELIGION AND LITERATURE,2.14,3.16,2.64,3.05,2.37
2082,CLST-212,Digital Reconstruction and Archaeology,3.38,3.38,2.25,2.38,3.75
2083,CLST-350,GREEK AND ROMAN UNIVERSE,2.69,3.52,3.39,2.92,2.69
2084,CLST-402,POST BACC INDIVID: GREEK,3.16,3.42,3.27,3.02,3.09
2085,CLST-403,POST BACC INDIVID: LATIN,2.9,3.59,3.42,3.34,2.96
2086,CLST-519,CLASSICAL ATHENS,3.31,3.92,3.92,2.85,3.09
2087,ANCH-375,Citizen Belonging and Exclusion in the Roman World,3.5,3.5,3.75,3.25,4.0
2088,ARTH-427,ROMAN SCULPTURE,2.21,3.48,2.88,2.3,1.77
2089,EALC-005,"EAST-""WEST"" CULTURES",2.51,3.17,3.32,2.78,2.44
2090,CLST-035,ANC CITIES & CITY PLNG,2.88,3.41,2.41,2.71,3.12
2091,CLST-531,ANATOLIAETRURIA&GREECE,3.0,3.33,3.17,2.33,3.0
2092,ENGL-524,MEDIEVAL EDUCATION,3.29,3.9,3.67,3.46,3.08
2093,CLST-185,Ancient Greek Political Thought: Past and Present,2.46,2.85,2.81,3.12,2.43
2094,CLST-100,GREEK & ROMAN MYTHOLOGY,2.18,2.96,3.22,3.13,2.77
2095,CLST-102,CLASSICAL TRADITIONS,2.23,3.44,3.39,3.31,2.77
2096,CLST-218,AUGUSTAN CULTRL REVOL,2.2,3.65,3.42,3.0,2.37
2097,CLST-252,ARCHAEOL OF PRIVATE LIFE,1.89,3.67,3.75,3.0,2.0
2098,CLST-261,THE SOPHISTS,2.14,3.83,2.86,3.0,2.0
2099,CLST-281,GREEK DARK AGES,2.0,4.0,2.8,1.8,1.8
2100,CLST-355,ARCHAEOL GREC-ROM RELIG,2.6,3.8,4.0,3.0,3.0
2101,CLST-111,INTRO TO MED ARCHAEOLOGY,2.23,3.15,3.32,1.95,2.26
2102,CLST-117,"Egypt of the Ptolemies: Tradition and Transformation""",2.5,3.45,3.25,3.1,2.69
2103,CLST-207,Visions of Rome: Art Literature & Cinema,2.04,3.88,4.0,3.43,2.57
2104,ANCH-113,Introduction to Greek and Roman History,2.08,3.65,3.44,3.19,2.46
2105,ANCH-311,Disasters in the Ancient World,2.58,3.5,3.5,2.75,2.71
2106,PSCI-180,LECTURE,2.46,2.85,2.81,3.12,2.43
2107,CLST-115,ANCIENT ROME AND AMERICA,2.5,3.4,3.6,3.0,3.3
2108,CLST-217,PERICLEAN ATHENS,2.29,3.86,3.14,3.29,2.57
2109,CLST-223,AGES OF HOMER: An Archaeological Introduction to the Greek Bronze and Iron Ages,2.29,3.83,3.71,2.25,2.17
2110,CLST-303,INTRODUCTION TO MUSEUMS,2.48,3.38,3.33,2.38,2.9
2111,CLST-324,AGE OF CAESAR,2.34,3.46,3.29,3.33,2.85
2112,CLST-361,Romance in Pagan Antiquity,3.0,3.63,3.0,3.2,2.9
2113,ANCH-026,ANCIENT GREECE,2.45,3.02,3.25,2.88,2.72
2114,ANCH-209,Structures of the Roman Empire,2.8,3.2,3.4,3.2,3.0
2115,CLST-145,THE ROMAN EMPIRE,2.5,3.32,3.32,2.91,2.59
2116,CLST-327,ANCIENT PHILOSOPHERS,2.5,3.5,3.25,3.25,2.25
2117,CLST-030,POETRY OF VERGIL,2.33,3.67,3.33,3.33,2.67
2118,CLST-123,Great Discoveries in Archaeology,1.83,3.13,2.92,2.29,1.85
2119,CLST-243,Authors and Audiences of the Greek and Roman World,2.13,3.89,3.56,3.33,2.44
2120,CLST-274,INTRO ROMAN ARCHAEOLOGY,2.32,3.24,3.37,2.47,2.33
2121,CLST-331,ILIAD IN TIME OF WAR,2.29,3.29,3.75,3.59,2.21
2122,CLST-366,ARCHAEOLOGY & SCIENCE,2.03,3.66,3.11,2.5,2.03
2123,ENGL-394,Visions & Re-Visions:  Twice-Told Tales Story-Telling & Narrative Authority,2.87,3.59,3.65,3.52,2.77
2124,ANCH-027,ANCIENT ROME,2.55,2.95,2.99,2.68,2.79
2125,ANTH-288,MYTHFRAUDSCI IN ARCHY,2.17,3.56,3.0,3.22,2.19
2126,ARTH-226,ROMAN ARCH & URBANISM,2.5,3.64,3.53,3.3,2.38
2127,ARTH-525,AEGEAN BRONZE AGE: Science in Archaeology,2.73,3.75,3.56,3.28,2.89
2128,ANTH-221,NATIVE INDIAN PEOPLES,2.29,3.21,2.96,2.96,2.52
2129,ARTH-225,GREEK ARCH & URBANISM,2.54,3.28,3.08,3.0,2.24
2130,CSE-140,INTRO COGNITIVE SCIENCE,2.59,2.7,2.24,1.71,2.47
2131,COGS-501,MATH FOUND LANG COMM I,2.96,2.36,1.79,1.88,2.82
2132,CIS-140,INTRO COGNITIVE SCIENCE,2.33,2.81,2.77,2.05,2.32
2133,PSYC-107,INTRO TO COG SCIENCE,2.33,2.81,2.77,2.05,2.32
2134,LING-546,MATH FOUND LANG COMM II,2.88,2.75,2.75,2.38,2.13
2135,COLL-001,STRUC AND VAL IN HUM SOC: Globalization and its Historical Significance,2.05,2.43,2.27,2.2,2.41
2136,COLL-002,SCIENCE CULTURE & SOC.: Biology Language & Culture,2.91,2.96,2.55,3.02,2.72
2137,COLL-004,IMAGIN REPR & REALITY: Representing Medieval Florence: Space Sound & Text in the Age of Dante,2.54,2.31,2.28,2.05,2.36
2138,COLL-100,HOW DO YOU KNOW?,2.63,2.2,1.96,2.04,2.89
2139,COLL-110,FLUENCY/INFO TECHNOL-AS,3.02,3.65,2.52,2.35,3.05
2140,ASTR-006,LIFE IN THE UNIVERSE,2.45,3.3,3.05,1.89,2.22
2141,COLL-003,EARTH SPACE & LIFE: Environmental Analysis: Energy Flow in Natural Systems,2.59,3.06,2.05,2.56,2.43
2142,HSSC-003,TECHNOLOGY & SOCIETY,2.01,2.97,2.49,2.41,1.96
2143,PSYC-168,HUMAN SEXUALITY,2.59,2.78,2.76,2.59,2.25
2144,ARTH-001,ARCHITECT AND HISTORY,2.5,3.1,3.2,2.48,2.41
2145,GEOL-003,EVOLU OF PHYSICAL WORLD,2.36,2.48,1.95,1.96,1.99
2146,HSOC-010,HEALTH & SOCIETIES,2.49,3.04,2.92,2.7,3.12
2147,BIOL-003,MOLB:LAWBUSINES&CITIZEN,2.59,3.06,2.05,2.56,2.43
2148,ENVS-200,INTRO ENV ANALYSIS,2.37,2.85,2.58,2.01,2.31
2149,GRMN-252,EMERGENCE OF INDIVIDUAL,2.59,3.41,3.22,2.78,3.07
2150,HSSC-001,INTRO TO HIST OF SCIENCE,2.8,2.71,2.79,2.38,2.5
2151,PHIL-422,CONCEP FDNS QUANT MECHNC: Conceptual Foundations of Quantum Mechanics,2.91,3.27,2.84,3.29,2.69
2152,VLST-101,EYE MIND AND IMAGE,2.6,2.57,2.15,2.11,2.61
2153,WSTD-002,GENDER & SOCIETY,2.29,3.44,3.25,3.15,2.57
2154,AMES-065,LIFE&DEATH ANCCHINA/EGYP,2.79,1.74,1.64,1.53,2.95
2155,ANTH-004,CLTRL BKGND-MDRN WRLD,2.13,2.72,2.46,2.26,2.25
2156,ARTH-002,The Rise of Modern Visual Media,2.54,2.31,2.28,2.05,2.36
2157,CHEM-012,ENVIRONMENTAL CHEMISTRY,2.42,2.9,2.38,2.17,2.34
2158,GEOL-103,Natural Disturbances and Human Disasters,2.15,2.49,1.76,1.51,1.93
2159,GRMN-253,FREUD,2.44,3.26,3.28,2.62,2.71
2160,GRMN-256,LECTURE,2.36,3.23,3.33,3.19,2.46
2161,AFRC-001,INTRO AFRICANA STUDIES,2.19,2.98,2.98,2.71,2.54
2162,PHIL-025,EVOL SCIENTIFIC THOUGHT: The Evolution of Scientific Thought,2.22,3.09,2.76,2.96,1.89
2163,ANTH-012,Globalization and its Historical Significance,2.05,2.43,2.27,2.2,2.41
2164,GRMN-254,THE SELF-PORTRAIT,2.79,3.05,2.58,2.32,3.42
2165,PHYS-023,UPS/DOWNS OF TEMPERATURE,1.9,3.1,2.7,2.1,1.56
2166,PSCI-317,NAT'L & ETHNIC CONFLICT,2.67,2.88,3.03,2.9,2.77
2167,CLST-240,SCANDALOUS ARTS,2.33,3.29,3.22,2.84,2.67
2168,FREN-221,PERSPCT IN FRENCH LIT,2.33,3.25,2.94,3.28,2.55
2169,SPAN-221,EARLY HISP LIT & CULTURE: SPANISH SHORT STORY,2.34,3.63,3.15,3.38,2.58
2170,COLL-005,GREAT BOOKS: A SELECTION,2.8,3.4,3.53,3.87,3.2
2171,FREN-222,PERSPCT IN FRENCH LIT,2.18,3.19,2.76,3.19,2.38
2172,GRMN-216,INTRO TO LITERATURE,2.52,3.49,3.34,3.32,2.61
2173,HEBR-359,SEM MODERN HEBREW LIT: Rebel Children: The Statehood Generation in Hebrew Literature,2.04,3.5,3.59,3.72,2.23
2174,PHIL-027,ORIG/MEANING QUANTM THRY,2.91,2.96,2.55,3.02,2.72
2175,PRTG-240,BRAZILIAN MUSIC,2.01,3.48,3.32,3.0,2.29
2176,RUSS-402,PUSHKIN,2.58,3.5,3.17,3.52,2.67
2177,SAST-451,READINGS IN HINDI: PREMCHAND'S FICTION,3.4,3.0,3.2,3.8,3.8
2178,ITAL-203,ITALIAN LITERATURE,2.24,3.4,2.72,2.93,2.19
2179,HEBR-259,INTRO MODERN HEBREW LIT: Israeli Short Story: Modern & Post-modern,1.93,3.43,3.47,3.56,2.13
2180,SAST-430,ADVANCED HINDI:MOD. LIT: ADVANCED HINDI:LIT.,2.27,3.63,3.38,3.1,2.78
2181,SPAN-222,MOD HISP LIT & CULTURE: Dali Bunuel Lorca: Artisitic Identity of Spain Through 3 Contemporaries,2.32,3.31,3.01,2.98,2.38
2182,COLL-135,The Art of Speaking: Comm Within the Curriculum Speaking Advisor Training,1.94,2.94,3.05,2.01,2.57
2183,PRTG-221,PRSCTVES BRAZLN CLTR: Discurso raca e identidade,2.04,3.8,3.48,3.13,2.43
2184,RUSS-485,RUSSIAN POETICS,3.0,3.0,3.0,4.0,2.5
2185,FREN-231,CINEMA AFRICAIN FRANCOPH,2.17,3.65,3.62,3.28,2.45
2186,COML-125,NARRAT ACROSS CULTURES,2.27,3.02,2.88,2.96,2.51
2187,COML-180,Venturing Out Coming Home: The Quest in Literature,2.0,3.75,4.0,4.0,2.75
2188,COML-192,CLASSIC WESTERN WORLD II,2.34,3.52,3.16,3.56,2.54
2189,AMES-151,GREAT BOOKS OF JUDAISM,2.4,3.43,3.27,3.17,2.37
2190,AMES-154,MOD JEWISH LIT IN TRANS: Literary Pluralism-Immigrants Women Arabs & Others,1.92,3.38,3.28,3.32,1.83
2191,AMES-225,MOD MIDEAST LIT IN TRANS,2.37,2.96,2.79,3.08,2.47
2192,AMES-255,BIBLE IN TRANSLATION: LEVITICUSNUMBRSDEUTER,1.86,4.0,3.86,4.0,2.0
2193,CLST-200,LECTURE: lecture,2.32,3.12,3.14,3.29,2.81
2194,CLST-204,"HOLLYWOOD ""CLASSICS""",1.99,3.21,3.65,3.15,2.31
2195,CLST-360,THE EPIC TRADITION,2.52,3.63,3.33,3.31,2.6
2196,ENGL-078,TPCS IN THEATRE HISTORY,2.04,3.13,2.44,2.6,2.14
2197,ENGL-100,INTRO. TO LITERARY STUDY,2.59,3.04,2.81,2.87,2.66
2198,ENGL-104,THE TWENTIETH CENTURY,2.34,3.36,3.18,3.18,2.6
2199,ENGL-204,LITERARY THEORY,2.98,3.56,3.2,3.05,2.72
2200,ENGL-293,TOPICS LIT & SOCIETY: Race Space and Law in the 19th Century United States,2.77,3.3,3.27,3.44,2.83
2201,ENGL-393,TOPICS IN LIT & SOCIETY: The Politics of Form in Asian American Literature,2.97,3.57,3.34,3.35,2.91
2202,GRMN-251,Literary Responses to the Holocaust,2.17,3.33,2.67,3.33,2.17
2203,GRMN-256,LECTURE,2.36,3.23,3.33,3.19,2.46
2204,ITAL-080,INTRO. TO ITALIAN CINEMA,2.14,2.99,2.42,2.1,2.1
2205,ITAL-534,WOMAN IN POETRY,2.12,2.65,1.65,2.29,2.49
2206,RELS-003,RELIGION AND LITERATURE,2.14,3.16,2.64,3.05,2.37
2207,RELS-535,EARLY CHRISTIANITY,2.68,3.67,3.37,3.36,2.65
2208,ENGL-090,WOMEN & LIT,2.43,3.45,3.23,3.19,2.76
2209,ENGL-210,TOPICS IN MODERNISM,2.52,3.54,3.13,3.35,2.4
2210,ENGL-255,TPCS IN 19TH C NOVEL,2.54,3.22,3.08,3.26,2.8
2211,ENGL-260,ADV. TOPICS IN NARRATIVE: Narratives of the Self:  Colonial & Postcolonial Autiobiography,2.67,3.61,3.37,3.46,2.88
2212,ENGL-360,ADV. TOPICS IN NARRATIVE: A Modernist Tour of the Mediterranean,2.17,3.35,3.43,3.54,2.65
2213,ENGL-531,RENAISSANCE GOTHIC,2.85,3.84,3.64,3.81,2.87
2214,ENGL-540,Swift and his Circle,2.73,3.53,3.32,3.22,2.85
2215,FREN-382,HORROR CINEMA,1.78,3.09,3.29,2.7,1.92
2216,ITAL-310,THE MEDIEVAL READER,2.58,2.91,2.94,3.03,2.67
2217,ITAL-540,EPIC LOVE: Aristo and Tasso,2.1,3.36,3.45,3.08,2.43
2218,PHIL-028,FEMINIST PHILOSOPHY,2.76,3.29,3.0,3.3,2.42
2219,RELS-436,LIFE & LETTERS OF PAUL,2.58,2.92,2.61,3.05,2.46
2220,RELS-538,MODERN CHRISTIAN THKRS: POSTMODERN RELIG THOUGHT,3.06,3.65,2.93,3.43,3.27
